0,-3.000000,1.800000,0.000000
1,-2.991600,1.800000,-0.081000
2,-2.991600,1.800000,0.081000
3,-2.989450,1.666162,0.000000
4,-2.985000,1.921950,0.000000
5,-2.985000,1.921950,0.000000
6,-2.981175,1.667844,-0.081000
7,-2.981175,1.667844,0.081000
8,-2.976687,1.920243,-0.081000
9,-2.976687,1.920243,0.081000
10,-2.968800,1.800000,-0.144000
11,-2.968800,1.800000,0.144000
12,-2.958713,1.672406,-0.144000
13,-2.958713,1.672406,0.144000
14,-2.957600,1.534800,0.000000
15,-2.957600,1.534800,0.000000
16,-2.954122,1.915609,-0.144000
17,-2.954122,1.915609,0.144000
18,-2.949693,1.537790,-0.081000
19,-2.949693,1.537790,0.081000
20,-2.940000,2.019600,0.000000
21,-2.935200,1.800000,-0.189000
22,-2.935200,1.800000,0.189000
23,-2.931958,2.016526,0.081000
24,-2.931958,2.016526,-0.081000
25,-2.928230,1.545907,-0.144000
26,-2.928230,1.545907,0.144000
27,-2.925611,1.679131,-0.189000
28,-2.925611,1.679131,0.189000
29,-2.920870,1.908779,-0.189000
30,-2.920870,1.908779,0.189000
31,-2.910131,2.008181,-0.144000
32,-2.910131,2.008181,0.144000
33,-2.904150,1.406137,0.000000
34,-2.904150,1.406137,0.000000
35,-2.896846,1.410135,0.081000
36,-2.896846,1.410135,-0.081000
37,-2.896602,1.557869,-0.189000
38,-2.896602,1.557869,0.189000
39,-2.894400,1.800000,-0.216000
40,-2.894400,1.800000,0.216000
41,-2.885416,1.687296,-0.216000
42,-2.885416,1.687296,0.216000
43,-2.880491,1.900487,-0.216000
44,-2.880491,1.900487,0.216000
45,-2.877965,1.995883,-0.189000
46,-2.877965,1.995883,0.189000
47,-2.877022,1.420985,-0.144000
48,-2.877022,1.420985,0.144000
49,-2.865000,2.095650,0.000000
50,-2.858195,1.572394,0.216000
51,-2.858195,1.572394,-0.216000
52,-2.857432,2.091511,-0.081000
53,-2.857432,2.091511,0.081000
54,-2.850000,1.800000,-0.225000
55,-2.850000,1.800000,0.225000
56,-2.847806,1.436974,0.189000
57,-2.847806,1.436974,-0.189000
58,-2.841675,1.696181,0.225000
59,-2.841675,1.696181,-0.225000
60,-2.838906,1.980950,-0.216000
61,-2.838906,1.980950,0.216000
62,-2.836889,2.080276,-0.144000
63,-2.836889,2.080276,0.144000
64,-2.836550,1.891463,-0.225000
65,-2.836550,1.891463,0.225000
66,-2.828800,1.280400,0.000000
67,-2.822326,1.285171,-0.081000
68,-2.822326,1.285171,0.081000
69,-2.816400,1.588200,-0.225000
