0,-4.757380,8.499910,8.285920
1,-4.558160,11.478800,7.749090
2,-4.372770,13.992500,6.282800
3,-5.708260,13.656300,6.264880
4,-4.229430,15.658400,4.110270
5,-4.146480,15.599900,-0.973337
6,-5.891380,15.160600,-0.996753
7,-4.219500,13.884400,-3.110480
8,-5.554990,13.548200,-3.128410
9,-4.357900,11.337500,-4.523820
10,-4.540620,8.347040,-4.998190
11,-6.354340,10.256000,7.733860
12,-7.691670,11.733000,6.254650
13,-8.565790,12.706200,4.073490
14,-8.843610,13.027400,1.522440
15,-8.482830,12.647700,-1.010120
16,-7.538400,11.624900,-3.138640
17,-6.154080,10.114700,-4.539060
18,-8.975520,6.430010,6.294720
19,-8.778530,5.018070,6.314190
20,-10.243200,5.777520,4.125850
21,-9.985840,3.932740,4.151280
22,-10.659200,5.527860,1.579120
23,-10.380700,3.531070,1.606640
24,-10.160300,5.719020,-0.957758
25,-9.902890,3.874240,-0.932328
26,-8.822250,6.321920,-3.098560
27,-8.625260,4.909980,-3.079100
28,-6.383150,6.067530,7.781590
29,-7.744910,3.993820,6.342840
30,-8.635350,2.594480,4.188720
31,-8.918900,2.082560,1.647160
32,-8.552400,2.535980,-0.894892
33,-7.591640,3.885720,-3.050440
34,-6.182890,5.926290,-4.491330
35,-4.940110,5.509400,7.811560
36,-5.078510,2.962540,6.398220
37,-5.151530,1.247050,4.261070
38,-5.148040,0.624109,1.725480
39,-5.068580,1.188550,-0.822540
40,-4.925240,2.854440,-2.995070
41,-4.739850,5.368170,-4.461360
42,-7.070600,8.921770,7.737520
43,-9.015150,9.267770,6.261420
44,-10.295000,9.485230,4.082340
45,-10.715300,9.541050,1.532020
46,-10.212000,9.426730,-1.001270
47,-8.861880,9.159670,-3.131860
48,-6.870340,8.780530,-4.535390
49,3.066890,7.448180,8.178100
50,4.412560,5.151630,7.739530
51,5.528820,6.078910,7.747080
52,5.569250,3.193500,6.394220
53,7.631820,4.906900,6.408160
54,6.360860,1.871910,4.346980
55,9.055740,4.110570,4.365190
56,6.666880,1.388050,1.909470
57,9.583800,3.811160,1.929180
58,6.440720,1.815590,-0.547205
59,9.135600,4.054250,-0.528994
60,5.716810,3.089440,-2.649050
61,7.779380,4.802830,-2.635110
62,4.605360,5.015660,-4.076070
63,5.721610,5.942940,-4.068520
64,3.275570,7.301010,-4.611020
65,5.507370,7.614700,7.729050
66,7.592190,7.744660,6.374860
67,9.003960,7.818280,4.321670
68,9.527750,7.824350,1.882090
69,9.083820,7.761960,-0.572506
70,7.739750,7.640590,-2.668410
71,5.700170,7.478730,-4.086550
72,4.244810,2.573760,6.379740
73,4.630400,1.062180,4.328060
74,4.793850,0.511608,1.889000
75,4.710260,1.005860,-0.566123
76,4.392370,2.469700,-2.663530
77,1.563090,2.216910,-2.706780
78,2.357380,4.543450,-4.107310
79,5.362400,8.377330,7.717910
80,7.324330,9.153820,6.354270
81,8.653990,9.659440,4.294780
82,9.148940,9.817210,1.852970
83,8.733850,9.603120,-0.599405
84,7.471890,9.049750,-2.689000
85,5.555200,8.241360,-4.097690
86,5.027160,9.094090,7.704190
87,6.704880,10.478200,6.328920
88,7.844640,11.389900,4.261660
89,8.272910,11.690200,1.817120
90,7.924500,11.333500,-0.632524
91,6.852440,10.374200,-2.714350
92,5.219960,8.958120,-4.111410
93,3.985090,10.205700,7.674390
94,4.779380,12.532300,6.273860
95,5.328850,14.073600,4.189720
96,5.408700,14.017300,-0.704459
97,4.926940,12.428200,-2.769400
98,4.177880,10.069800,-4.141200
99,1.438570,11.290400,7.997240
100,1.222970,8.234180,8.546890
101,1.638260,13.869400,6.495670
102,1.791610,15.578500,4.270790
103,1.876560,15.518600,-0.935478
104,1.795230,13.758700,-3.124260
105,1.643670,11.145700,-4.571810
106,1.444960,8.077620,-5.057750
107,1.229350,5.021430,-4.508100
108,0.109369,11.517300,8.088610
109,0.260966,8.398790,8.654500
110,-0.044623,16.483999,1.626240
111,0.318235,11.370000,-4.711690
112,0.487040,8.239350,-5.200450
113,0.717506,0.806139,4.471180
114,0.749946,2.489200,-3.100160
115,-1.130350,11.500600,8.135360
116,-1.746680,8.371220,8.694350
117,-3.796530,8.238630,8.489280
118,-0.590454,14.141200,6.595820
119,-0.209199,15.891200,4.310120
120,-0.121782,15.829500,-1.047240
121,-0.428928,14.027300,-3.303290
122,-0.919302,11.351700,-4.798460
123,-1.518250,8.210120,-5.305110
124,-3.573750,8.081510,-5.164030
125,-3.143150,0.751817,4.436470
126,-2.674480,2.440130,-3.206590
127,-3.404340,5.002010,-4.605970
128,-2.134580,5.080790,-4.746120
129,3.106070,0.360810,1.863190
130,2.010250,0.665233,3.461590
131,0.728609,0.709777,4.080520
132,-1.279110,0.713773,4.193020
133,-2.452700,0.646962,3.978840
134,-3.164260,0.572725,3.704930
135,-4.459520,0.631882,2.513770
136,-4.855090,0.544053,1.731180
137,-4.941680,0.630623,1.464480
138,-4.995020,1.037200,-0.246242
139,-4.735280,1.106030,-0.838825
140,-3.677310,1.854110,-2.132050
141,-2.775920,1.974510,-2.598430
142,-2.007700,2.115220,-2.751200
143,-0.284175,2.161680,-2.725920
144,0.760976,2.133450,-2.637290
145,1.396340,1.893600,-2.294710
146,2.513440,1.253550,-1.249820
147,2.900470,0.885059,-0.688787
148,3.193500,0.488349,1.324960
149,3.839350,-0.805325,4.582960
150,2.000290,-0.824144,5.458090
151,-0.869574,-0.948624,5.603220
152,-3.550140,-1.273100,4.890500
153,-5.395270,-1.274050,3.176500
154,-1.946580,0.998399,-4.337090
155,2.007330,1.204300,-4.152430
156,2.928030,0.903234,-3.657080
157,9.825950,-8.191130,2.726380
158,7.648180,-6.932350,6.489130
159,4.845260,-6.132810,8.005000
160,0.361171,-5.010590,8.402900
161,-3.968920,-4.269320,7.406810
162,-6.913880,-3.393550,4.749320
163,-0.949578,-1.329750,-7.556660
164,10.056900,-7.943430,1.479520
165,10.207100,-10.357100,2.798780
166,7.615950,-9.216490,6.923620
167,4.421780,-8.656190,8.557870
168,-0.641765,-7.935690,8.932270
169,-5.472790,-7.618680,7.769270
170,-8.773200,-6.997820,4.788690
171,-9.836520,-7.071280,2.810030
172,-4.263440,-4.150530,-8.314290
173,-2.280200,-4.065860,-8.736710
174,6.256290,-5.836780,-7.722080
175,10.450200,-10.060300,1.423110
176,10.184100,-12.452100,2.591440
